Author baihacker (bailiangsky@gmail.com)
https://github.com/baihacker

dir = data/pe/all
start = 0
end = 1000
top = -1
format = console

This rating is based on Cordforces' rating system.
Author Mike Mirzayanov (mirzayanovmr@gmail.com)
http://codeforces.com/blog/entry/20762
http://codeforces.com/contest/1/submission/13861109

participants = 2825

rank    id                      rating    max rating
1       Min_25                  2616      2865      
2       Anton_Lunyov            2523      2673      
3       rng_58                  2489      7738      
4       hirose                  2388      2563      
5       Mrrl                    2346      2472      
6       aleksey                 2342      2399      
7       ariacas                 2301      2483      
8       LayCurse                2248      2463      
9       uwi                     2230      2420      
10      cgy4ever                2226      2226      
11      lizhusong922            2218      2254      
12      tokoharu                2165      2165      
13      bjin                    2158      2175      
14      bal                     2121      2121      
15      x22                     2120      2406      
16      SlavaKabanovich         2110      2284      
17      baihacker               2079      2262      
18      int                     2068      2165      
19      fagu                    2044      2161      
20      zimpha                  2041      2282      
21      MIT3W                   2032      2032      
22      grechnik                2015      2536      
23      utomaya                 2005      2198      
24      cmk                     2001      2247      
25      benzylamine             1995      2088      
26      epiclolz                1980      2115      
27      dev_random              1979      2192      
28      Leonhard                1977      1977      
29      mclo                    1977      2459      
30      mrauen                  1974      1991      
31      CarloV                  1969      1969      
32      __Shi                   1964      1971      
33      hos.lyric               1958      1958      
34      Jasper                  1953      2035      
35      sdya                    1953      1953      
36      lucien                  1946      1946      
37      Nabb                    1932      2557      
38      NabiNaga                1931      1931      
39      Peter de Rivaz          1920      2212      
40      Tepsi                   1919      2346      
41      andrewelveyprice        1919      2001      
42      cyclops                 1915      1934      
43      tesulo                  1905      1923      
44      Nix9                    1902      1902      
45      qwer_zcc                1899      1899      
46      Friedrich Regen         1895      1965      
47      maspuyo                 1895      1896      
48      umu                     1895      2061      
49      stqn                    1892      1933      
50      Izrak                   1884      1884      
51      ihung                   1880      1913      
52      WG4ZHZ2P2Q              1878      2097      
53      kunyavskiy              1878      1936      
54      akashdeep               1875      1875      
55      akovski                 1873      2088      
56      zielaj                  1873      1873      
57      GHost1                  1871      1871      
58      Doraki                  1869      2028      
59      hfhsieh                 1867      1869      
60      simonlindholm           1866      1881      
61      zouxun                  1866      1934      
62      laurent.mazare          1864      2216      
63      JTJL                    1858      1976      
64      m_aszek                 1851      1851      
65      Gbroxey                 1850      1850      
66      sevenkplus              1848      1848      
67      unbeatable0             1846      1846      
68      stubbscroll             1840      1887      
69      I_love_Tanya_Rom...     1836      2002      
70      dario2994               1836      1869      
71      sergej.samborskij       1836      1997      
72      tomerun                 1835      1835      
73      universalset            1824      1854      
74      dreamoon                1823      1823      
75      ekuurh                  1822      1822      
76      gilcu3                  1820      1820      
77      driversetc              1817      1817      
78      apia                    1814      2582      
79      sjhillier               1814      1814      
80      SCLT                    1811      1811      
81      ecowarrior              1808      1808      
82      shiina.ringo            1807      1845      
83      eporter                 1804      1857      
84      ruilov                  1804      1806      
85      Seyaua                  1803      1803      
86      eigenscalar             1800      1809      
87      ksun48                  1797      1803      
88      nwalton125              1795      1795      
89      Jakob Weisblat          1793      1876      
90      rokusuke                1792      1792      
91      quasisphere             1790      2121      
92      natsugiri               1788      1951      
93      Mohammad_Ali_B          1783      1783      
94      stevefr01               1780      1965      
95      iakolzin                1778      1899      
96      whhone                  1778      1778      
97      anrieff                 1777      1946      
98      Nore                    1771      2013      
99      Sam                     1771      1833      
100     ARoss                   1769      1910      
101     Sd.Invol                1769      1769      
102     ajay_verma              1769      2216      
103     Icewing                 1765      1790      
104     adurysk                 1764      1764      
105     stimmer                 1764      1992      
106     Zach-Lurf               1760      1760      
107     haruya                  1759      1862      
108     Ronnoc                  1757      1757      
109     liuguangxi              1756      1827      
110     Lucy_Hedgehog           1754      2397      
111     Bobbit                  1753      2097      
112     NotDan                  1753      2167      
113     ditzone                 1751      1751      
114     mtomek                  1751      1765      
115     Delfad0r                1750      1750      
