Author baihacker (bailiangsky@gmail.com)
https://github.com/baihacker

dir = data/pe
start = 609
end = 1000
top = -1
format = console

This rating is based on Codeforces' rating system.
Author Mike Mirzayanov (mirzayanovmr@gmail.com)
http://codeforces.com/blog/entry/20762
http://codeforces.com/contest/1/submission/13861109

participants = 542

rank    id                      rating    max rating
1       radeye                  2198      2198      
2       fjzzq2002               2146      2156      
3       uwi                     2126      2126      
4       Min_25                  2123      2447      
5       ariacas                 2104      2104      
6       Rafbill                 2049      2049      
7       grechnik                2007      2007      
8       x22                     1976      1976      
9       hirose                  1964      1964      
10      hidesugar               1935      1935      
11      fagu                    1934      2012      
12      baihacker               1933      1944      
13      vxv                     1916      2019      
14      ksun48                  1889      1889      
15      Tepsi                   1886      1886      
16      aleksey                 1877      2054      
17      SlavaKabanovich         1841      1866      
18      kunyavskiy              1814      1814      
19      nathanael.courant       1809      1830      
20      fbreton                 1800      2068      
21      cmk                     1785      1785      
22      Yoni                    1772      1772      
23      Friedrich Regen         1767      1782      
24      marcoskwkm              1753      1753      
25      cyclops                 1742      1793      
26      Zach-Lurf               1730      1775      
27      sergej.samborskij       1729      1828      
28      ASPIRINKA               1726      1731      
29      endagorion              1726      1726      
30      xyz111                  1721      1784      
31      ecnerwala               1719      2005      
32      utomaya                 1714      1716      
33      Bobbit                  1710      1734      
34      YMDragon                1709      1709      
35      palayutm                1708      1708      
36      ARoss                   1698      1698      
37      liuguangxi              1695      1775      
38      dev_random              1694      1694      
39      lionel.m                1684      1684      
40      SANSEN                  1683      1683      
41      abcwuhang               1681      1896      
42      ihung                   1680      1697      
43      traxex                  1679      1822      
44      universalset            1678      1678      
45      skywalkert              1676      1708      
46      int                     1670      1670      
47      Dor Shmoish             1664      1690      
48      bapt.collet             1662      1662      
49      wigie                   1652      1652      
50      CBurkhart               1650      1650      
51      Azuki                   1647      1647      
52      qwerty787788            1641      1641      
53      shiina.ringo            1641      1843      
54      Radewoosh               1639      1752      
55      absi2011                1638      1638      
56      LzyRapx                 1628      1781      
57      bartekltg               1618      1618      
58      haruya                  1615      1661      
59      Sd.Invol                1614      1614      
60      amic                    1614      1614      
61      NabiNaga                1610      1782      
62      Samo Kralj              1610      1686      
63      SYury                   1607      1607      
64      wxh010910               1606      1606      
65      Concision               1603      1603      
66      bobby_eletrica          1603      1603      
67      rokusuke                1600      1704      
68      square1001              1600      1600      
69      pekempey                1596      1596      
70      Jacob_Elafandi          1595      1595      
71      Robert_OConnor          1595      1669      
72      ajay_verma              1594      1594      
73      piratmoroten            1594      1594      
74      2rf                     1592      1592      
75      getero                  1592      1645      
76      mareksom                1590      1590      
77      VicTheTurtle            1589      1921      
78      blueyoshi321            1587      1587      
79      evanseverson            1585      1585      
80      mathcraft               1583      1583      
81      iakolzin                1582      1746      
82      jtnydv25                1581      1581      
83      dzats                   1580      1628      
84      gusorjan                1578      1578      
85      SeeSoftware             1576      1576      
86      Jaehyun Park            1574      1735      
87      Reiner Martin           1573      1601      
88      griff                   1573      1715      
89      RavenclawPrefect        1572      1633      
90      asaf1250                1572      1572      
91      jaren                   1569      1608      
92      AleksMat                1566      1566      
93      plamenko                1566      1599      
94      M.Healy                 1564      1617      
95      MarX                    1561      1562      
96      sherlock                1561      1561      
97      thatguy42               1561      1653      
98      Peter de Rivaz          1560      1828      
99      sevenkplus              1560      1771      
100     Dan Robertson           1558      1590      
101     ofir                    1558      1558      
102     jschnei                 1555      1555      
103     JR                      1553      1553      
104     montyn                  1553      1553      
105     ceilks                  1552      1552      
106     hemanth_269             1551      1551      
107     philiplu                1551      1589      
108     shs.10978               1551      1637      
109     mdmullin                1548      1683      
110     nledoux                 1548      1707      
111     stevefr01               1548      1577      
112     brob26                  1547      1559      
113     vapor                   1546      1767      
114     yllan                   1546      1546      
115     WG4ZHZ2P2Q              1542      1670      
116     mnbvmar                 1541      1541      
