Author baihacker (bailiangsky@gmail.com)
https://github.com/baihacker

dir = data/pe/recent
start = 0
end = 1000
top = -1
format = console

This rating is based on Cordforces' rating system.
Author Mike Mirzayanov (mirzayanovmr@gmail.com)
http://codeforces.com/blog/entry/20762
http://codeforces.com/contest/1/submission/13861109

participants = 283

rank    id                      rating    max rating
1       Min_25                  2143      2208      
2       aleksey                 2018      2018      
3       lizhusong922            1953      1953      
4       uwi                     1942      1992      
5       Anton_Lunyov            1914      1914      
6       x22                     1866      1868      
7       SlavaKabanovich         1858      1920      
8       baihacker               1840      1840      
9       tokoharu                1786      1786      
10      ariacas                 1772      1772      
11      cmk                     1769      1818      
12      zimpha                  1755      1870      
13      utomaya                 1751      1756      
14      grechnik                1736      1954      
15      Peter de Rivaz          1722      1815      
16      Tepsi                   1721      1755      
17      WG4ZHZ2P2Q              1701      1701      
18      m_aszek                 1701      1701      
19      ihung                   1687      1706      
20      Gbroxey                 1681      1681      
21      cyclops                 1674      1674      
22      gilcu3                  1671      1671      
23      akovski                 1662      1670      
24      sergej.samborskij       1662      1721      
25      laurent.mazare          1659      1715      
26      JTJL                    1658      1754      
27      kunyavskiy              1652      1671      
28      rokusuke                1629      1629      
29      shiina.ringo            1629      1629      
30      aardin                  1626      1626      
31      jonkadams               1617      1617      
32      Sd.Invol                1615      1615      
33      chicken_master          1607      1627      
34      haruya                  1607      1609      
35      quasisphere             1605      1605      
36      bonsaihawk              1596      1596      
37      liuguangxi              1595      1628      
38      urimend                 1595      1706      
39      Nero                    1594      1700      
40      ARoss                   1583      1583      
41      modem                   1583      1583      
42      AleksMat                1582      1616      
43      Bobbit                  1579      1693      
44      stevefr01               1579      1651      
45      nledoux                 1578      1618      
46      plamenko                1578      1578      
47      mr027                   1576      1576      
48      iakolzin                1567      1641      
49      henru_wang              1561      1599      
50      Weifeng_Sun             1558      1558      
51      ajay_verma              1558      1652      
52      YMDragon                1556      1556      
53      RobertJohansson         1553      1553      
54      mdix                    1552      1552      
55      Smylic                  1551      1551      
56      Zarchi                  1550      1550      
57      inamori                 1550      1723      
58      devjoe                  1543      1543      
59      sesquiup                1543      1543      
60      eagles                  1542      1565      
61      jfirester               1541      1541      
62      conestoga               1534      1534      
63      tb65536                 1532      1532      
64      olwispe                 1531      1558      
65      robert                  1528      1558      
66      sugima                  1525      1525      
67      dors                    1524      1524      
68      MarX                    1522      1522      
69      RenDet                  1522      1522      
70      alecobbe                1520      1520      
71      amic                    1519      1527      
72      michael_ho              1518      1615      
73      pwild                   1518      1518      
74      Jonathan Paulson        1516      1516      
75      snubcube                1516      1516      
76      Friedrich Regen         1514      1514      
77      bruce_love              1514      1625      
78      Khalil Fazal            1512      1512      
79      Ryals                   1511      1511      
80      Alec_tk                 1510      1510      
81      gmt                     1508      1526      
82      ofir                    1508      1508      
83      alexei.soloview         1507      1507      
84      gvhl                    1506      1506      
85      indi                    1504      1504      
86      kmlau                   1504      1507      
87      rmcc                    1501      1501      
88      user202729              1501      1501      
89      pushistik               1499      1499      
90      MacKnights              1497      1497      
91      Jaehyun Park            1495      1495      
92      BenRamsay               1493      1493      
93      v6ph1                   1493      1493      
94      Schattenjager           1492      1523      
95      Shishu94                1492      1492      
96      uuchip                  1491      1491      
97      ynoth                   1491      1559      
98      Obergscheidle           1490      1490      
99      LeinidR                 1488      1498      
100     youth4ever              1486      1486      
101     JoeTotale               1485      1485      
102     Wistik                  1484      1484      
103     andreamaf               1482      1482      
104     googlweknoall           1482      1482      
105     monteverdi              1481      1481      
106     Soul                    1480      1480      
107     heyshb                  1479      1479      
108     wndrobny                1479      1479      
109     Krushak                 1478      1478      
110     albert                  1478      1478      
111     jtnydv25                1478      1478      
112     pekempey                1476      1509      
113     Walker_lzy              1475      1475      
114     silbing                 1474      1532      
115     mcslane                 1473      1473      
116     Pengolodh               1472      1472      
117     carlop                  1472      1570      
